to,from,subject_category,object_category,predicate,evidence_count,aggregator_knowledge_source,primary_knowledge_source,publications,provided_by,link_category,id.from,label.from,category.from,taxon.from,taxon_label.from,db.from,id.to,label.to,category.to,taxon.to,taxon_label.to,db.to
CL:0000818,HP:0030379,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0030379,Abnormal proportion of transitional B cells (HPO),biolink:PhenotypicFeature,"","",HP,CL:0000818,transitional stage B cell,biolink:Cell,"","",CL
CL:0000835,HP:0004808,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0004808,Acute myeloid leukemia (HPO),biolink:PhenotypicFeature,"","",HP,CL:0000835,myeloblast,biolink:Cell,"","",CL
CL:0000845,MONDO:0017604,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0017604,marginal zone lymphoma,biolink:Disease,"","",MONDO,CL:0000845,marginal zone B cell of spleen,biolink:Cell,"","",CL
CL:0000845,HP:0030383,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0030383,Abnormal proportion of marginal zone B cells (HPO),biolink:PhenotypicFeature,"","",HP,CL:0000845,marginal zone B cell of spleen,biolink:Cell,"","",CL
CL:0000891,HP:0003651,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0003651,Foam cells (HPO),biolink:PhenotypicFeature,"","",HP,CL:0000891,foam cell,biolink:Cell,"","",CL
CL:0000895,HP:0410373,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0410373,Abnormal proportion of naive CD4 T cells (HPO),biolink:PhenotypicFeature,"","",HP,CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",biolink:Cell,"","",CL
CL:0000897,HP:0410379,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0410379,"Abnormal proportion of CD4-positive, alpha-beta memory T cells (HPO)",biolink:PhenotypicFeature,"","",HP,CL:0000897,"CD4-positive, alpha-beta memory T cell",biolink:Cell,"","",CL
CL:0000898,HP:0031396,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0031396,Abnormal proportion of naive T cells (HPO),biolink:PhenotypicFeature,"","",HP,CL:0000898,naive T cell,biolink:Cell,"","",CL
CL:0000904,HP:0025620,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0025620,Abnormal proportion of CD4+ central memory cells (HPO),biolink:PhenotypicFeature,"","",HP,CL:0000904,"central memory CD4-positive, alpha-beta T cell",biolink:Cell,"","",CL
CL:0000907,HP:0410384,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0410384,"Abnormal proportion of central memory CD8-positive, alpha-beta T cells (HPO)",biolink:PhenotypicFeature,"","",HP,CL:0000907,"central memory CD8-positive, alpha-beta T cell",biolink:Cell,"","",CL
CL:0000909,HP:0410380,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0410380,"Abnormal proportion of CD8-positive, alpha-beta memory T cells (HPO)",biolink:PhenotypicFeature,"","",HP,CL:0000909,"CD8-positive, alpha-beta memory T cell",biolink:Cell,"","",CL
CL:0000912,HP:0500263,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0500263,Abnormal helper T cell proportion (HPO),biolink:PhenotypicFeature,"","",HP,CL:0000912,helper T cell,biolink:Cell,"","",CL
CL:0000913,HP:0410383,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0410383,"Abnormal proportion of effector memory CD8-positive, alpha-beta T cells (HPO)",biolink:PhenotypicFeature,"","",HP,CL:0000913,"effector memory CD8-positive, alpha-beta T cell",biolink:Cell,"","",CL
CL:0000970,HP:0032124,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0032124,Abnormal proportion of unswitched memory B cells (HPO),biolink:PhenotypicFeature,"","",HP,CL:0000970,unswitched memory B cell,biolink:Cell,"","",CL
CL:0000972,HP:0030386,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0030386,Abnormal proportion of class-switched memory B cells (HPO),biolink:PhenotypicFeature,"","",HP,CL:0000972,class switched memory B cell,biolink:Cell,"","",CL
CL:0000980,HP:0032127,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0032127,Abnormal plasmablast proportion (HPO),biolink:PhenotypicFeature,"","",HP,CL:0000980,plasmablast,biolink:Cell,"","",CL
CL:0000988,MONDO:0044881,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0044881,hematopoietic and lymphoid cell neoplasm,biolink:Disease,"","",MONDO,CL:0000988,hematopoietic cell,biolink:Cell,"","",CL
CL:0001044,HP:0025623,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0025623,Abnormal proportion of CD4+ effector memory cells (HPO),biolink:PhenotypicFeature,"","",HP,CL:0001044,"effector CD4-positive, alpha-beta T cell",biolink:Cell,"","",CL
CL:0001050,HP:0410395,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0410395,"Increased proportion of effector memory CD8-positive, alpha-beta T cells (HPO)",biolink:PhenotypicFeature,"","",HP,CL:0001050,"effector CD8-positive, alpha-beta T cell",biolink:Cell,"","",CL
CL:0001062,HP:0020177,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0020177,"Abnormal proportion of CD8-positive, alpha-beta TEMRA T cells (HPO)",biolink:PhenotypicFeature,"","",HP,CL:0001062,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",biolink:Cell,"","",CL
CL:0002063,MONDO:0001437,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0001437,pulmonary alveolar proteinosis,biolink:Disease,"","",MONDO,CL:0002063,type II pneumocyte,biolink:Cell,"","",CL
CL:0002064,MONDO:0006346,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0006346,pancreatic acinar cell carcinoma,biolink:Disease,"","",MONDO,CL:0002064,pancreatic acinar cell,biolink:Cell,"","",CL
CL:0002064,MONDO:0004343,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0004343,pancreatic acinar cell cystadenocarcinoma,biolink:Disease,"","",MONDO,CL:0002064,pancreatic acinar cell,biolink:Cell,"","",CL
CL:0002092,HP:0005561,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0005561,Abnormality of bone marrow cell morphology (HPO),biolink:PhenotypicFeature,"","",HP,CL:0002092,bone marrow cell,biolink:Cell,"","",CL
CL:0002138,MONDO:0002013,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0002013,lymphangioma,biolink:Disease,"","",MONDO,CL:0002138,endothelial cell of lymphatic vessel,biolink:Cell,"","",CL
CL:0002138,MONDO:0006282,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0006282,lymphangiosarcoma,biolink:Disease,"","",MONDO,CL:0002138,endothelial cell of lymphatic vessel,biolink:Cell,"","",CL
CL:0002187,MONDO:0005341,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0005341,skin basal cell carcinoma,biolink:Disease,"","",MONDO,CL:0002187,basal cell of epidermis,biolink:Cell,"","",CL
CL:0002191,HP:0012135,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0012135,Abnormal granulocytopoietic cell morphology (HPO),biolink:PhenotypicFeature,"","",HP,CL:0002191,granulocytopoietic cell,biolink:Cell,"","",CL
CL:0002198,HP:0005152,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0005152,Histiocytoid cardiomyopathy (HPO),biolink:PhenotypicFeature,"","",HP,CL:0002198,oncocyte,biolink:Cell,"","",CL
CL:0002258,MONDO:0003806,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0003806,thyroid hyalinizing trabecular adenoma,biolink:Disease,"","",MONDO,CL:0002258,thyroid follicular cell,biolink:Cell,"","",CL
CL:0002293,MONDO:0006451,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0006451,thymic carcinoma,biolink:Disease,"","",MONDO,CL:0002293,epithelial cell of thymus,biolink:Cell,"","",CL
CL:0002312,MONDO:0019927,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0019927,growth hormone-producing pituitary gland neoplasm,biolink:Disease,"","",MONDO,CL:0002312,somatotroph,biolink:Cell,"","",CL
CL:0002319,HP:0002282,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0002282,Gray matter heterotopia (HPO),biolink:PhenotypicFeature,"","",HP,CL:0002319,neural cell,biolink:Cell,"","",CL
CL:0002328,MONDO:0002806,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0002806,bronchogenic carcinoma,biolink:Disease,"","",MONDO,CL:0002328,bronchial epithelial cell,biolink:Cell,"","",CL
CL:0002368,HP:0012261,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0012261,Abnormal respiratory motile cilium physiology (HPO),biolink:PhenotypicFeature,"","",HP,CL:0002368,respiratory epithelial cell,biolink:Cell,"","",CL
CL:0002422,HP:0004312,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0004312,Abnormal reticulocyte morphology (HPO),biolink:PhenotypicFeature,"","",HP,CL:0002422,enucleated reticulocyte,biolink:Cell,"","",CL
CL:0002494,MONDO:0000591,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0000591,intrinsic cardiomyopathy,biolink:Disease,"","",MONDO,CL:0002494,cardiocyte,biolink:Cell,"","",CL
CL:0002559,HP:0500262,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0500262,Atrichia (HPO),biolink:PhenotypicFeature,"","",HP,CL:0002559,hair follicle cell,biolink:Cell,"","",CL
CL:0002573,MONDO:0002546,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0002546,schwannoma,biolink:Disease,"","",MONDO,CL:0002573,Schwann cell,biolink:Cell,"","",CL
CL:0002576,MONDO:0002547,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0002547,nerve sheath neoplasm,biolink:Disease,"","",MONDO,CL:0002576,perineurial cell,biolink:Cell,"","",CL
CL:0007011,HP:0025029,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0025029,Abnormality of enteric neuron morphology (HPO),biolink:PhenotypicFeature,"","",HP,CL:0007011,enteric neuron,biolink:Cell,"","",CL
CL:0008002,HP:0030089,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0030089,Abnormal muscle fiber protein expression (HPO),biolink:PhenotypicFeature,"","",HP,CL:0008002,skeletal muscle fiber,biolink:Cell,"","",CL
CL:0008002,HP:0003713,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0003713,Muscle fiber necrosis (HPO),biolink:PhenotypicFeature,"","",HP,CL:0008002,skeletal muscle fiber,biolink:Cell,"","",CL
CL:0008002,HP:0012084,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0012084,Abnormality of skeletal muscle fiber size (HPO),biolink:PhenotypicFeature,"","",HP,CL:0008002,skeletal muscle fiber,biolink:Cell,"","",CL
CL:0008019,MONDO:0002616,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0002616,mesenchymal cell neoplasm,biolink:Disease,"","",MONDO,CL:0008019,mesenchymal cell,biolink:Cell,"","",CL
CL:0011001,HP:0006802,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0006802,Abnormal anterior horn cell morphology (HPO),biolink:PhenotypicFeature,"","",HP,CL:0011001,spinal cord motor neuron,biolink:Cell,"","",CL
CL:0011012,MONDO:0000448,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0000448,paraganglioma,biolink:Disease,"","",MONDO,CL:0011012,neural crest cell,biolink:Cell,"","",CL
CL:0011025,HP:0041080,biolink:PhenotypicFeature,biolink:Cell,biolink:related_to,,infores:phenio,infores:upheno,"",phenio_edges,biolink:PhenotypicFeature_biolink:Cell,HP:0041080,Abnormal proportion of exhausted T cells (HPO),biolink:PhenotypicFeature,"","",HP,CL:0011025,"",biolink:Cell,"","",CL
CL:1001428,MONDO:0005605,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0005605,transitional cell papilloma,biolink:Disease,"","",MONDO,CL:1001428,bladder urothelial cell,biolink:Cell,"","",CL
CL:1001428,MONDO:0003442,biolink:Disease,biolink:Cell,biolink:related_to,,infores:phenio,infores:mondo,"",phenio_edges,biolink:Disease_biolink:Cell,MONDO:0003442,bladder papillary urothelial neoplasm,biolink:Disease,"","",MONDO,CL:1001428,bladder urothelial cell,biolink:Cell,"","",CL
