branch,CellType,n_signif,hypergeo_p,hypergeo_q
Abnormality of head or neck,Unipolar brush cells,1,0.996006927185869,1
Abnormality of head or neck,Ureteric bud cells,0,1,1
Abnormality of head or neck,Vascular endothelial cells,0,1,1
Abnormality of head or neck,Visceral neurons,1,0.999768341246061,1
Abnormality of the integument,AFP ALB positive cells,3,0.640676748733869,1
Abnormality of the integument,Acinar cells,1,0.835930360067886,1
Abnormality of the integument,Adrenocortical cells,8,0.216887005294535,1
Abnormality of the integument,Amacrine cells,4,0.931837984074051,1
Abnormality of the integument,Antigen presenting cells,10,0.191932265628623,1
Abnormality of the integument,Astrocytes,3,0.554742184467374,1
Abnormality of the integument,Bipolar cells,0,1,1
Abnormality of the integument,Bronchiolar and alveolar epithelial cells,0,1,1
Abnormality of the integument,CCL19 CCL21 positive cells,1,0.47687278015214,1
Abnormality of the integument,CLC IL5RA positive cells,3,0.599203993282972,1
Abnormality of the integument,CSH1 CSH2 positive cells,0,1,1
Abnormality of the integument,Cardiomyocytes,3,0.93614647781831,1
Abnormality of the integument,Chromaffin cells,0,1,1
Abnormality of the integument,Ciliated epithelial cells,0,1,1
Abnormality of the integument,Corneal and conjunctival epithelial cells,12,6.64112129297546e-15,2.40642983321934e-13
Abnormality of the integument,Ductal cells,0,1,1
Abnormality of the integument,ELF3 AGBL2 positive cells,3,0.855824900262703,1
Abnormality of the integument,ENS glia,3,0.907941131719001,1
Abnormality of the integument,ENS neurons,0,1,1
Abnormality of the integument,Endocardial cells,0,1,1
Abnormality of the integument,Epicardial fat cells,0,1,1
Abnormality of the integument,Erythroblasts,10,0.00446265511090267,0.0528652990060778
Abnormality of the integument,Excitatory neurons,1,0.999873763297091,1
Abnormality of the integument,Extravillous trophoblasts,0,1,1
Abnormality of the integument,Ganglion cells,0,1,1
Abnormality of the integument,Goblet cells,0,1,1
Abnormality of the integument,Granule neurons,2,0.937074307184221,1
Abnormality of the integument,Hematopoietic stem cells,2,0.634917794822338,1
Abnormality of the integument,Hepatoblasts,2,0.847443415402497,1
Abnormality of the integument,Horizontal cells,0,1,1
Abnormality of the integument,IGFBP1 DKK1 positive cells,1,0.201612394773355,1
Abnormality of the integument,Inhibitory interneurons,2,0.802190044698919,1
Abnormality of the integument,Inhibitory neurons,0,1,1
Abnormality of the integument,Intestinal epithelial cells,0,1,1
Abnormality of the integument,Islet endocrine cells,0,1,1
Abnormality of the integument,Lens fibre cells,0,1,1
Abnormality of the integument,Limbic system neurons,5,0.921401281994652,1
Abnormality of the integument,Lymphatic endothelial cells,4,0.0222014017591094,0.214235369133602
Abnormality of the integument,Lymphoid cells,9,0.401841228082122,1
Abnormality of the integument,MUC13 DMBT1 positive cells,0,1,1
Abnormality of the integument,Megakaryocytes,1,0.892808950076612,1
Abnormality of the integument,Mesangial cells,12,0.000406187133670462,0.00600507058418411
Abnormality of the integument,Mesothelial cells,0,1,1
Abnormality of the integument,Metanephric cells,0,1,1
Abnormality of the integument,Microglia,1,0.769495675991123,1
Abnormality of the integument,Myeloid cells,8,0.311341715102548,1
Abnormality of the integument,Neuroendocrine cells,0,1,1
Abnormality of the integument,Oligodendrocytes,0,1,1
Abnormality of the integument,PAEP MECOM positive cells,0,1,1
Abnormality of the integument,PDE1C ACSM3 positive cells,0,1,1
Abnormality of the integument,PDE11A FAM19A2 positive cells,0,1,1
Abnormality of the integument,Parietal and chief cells,0,1,1
Abnormality of the integument,Photoreceptor cells,0,1,1
Abnormality of the integument,Purkinje neurons,0,1,1
Abnormality of the integument,Retinal pigment cells,13,3.68640436700332e-05,0.000688128815173953
Abnormality of the integument,Retinal progenitors and Muller glia,0,1,1
Abnormality of the integument,SATB2 LRRC7 positive cells,1,0.998587756990195,1
Abnormality of the integument,SKOR2 NPSR1 positive cells,0,1,1
Abnormality of the integument,SLC24A4 PEX5L positive cells,0,1,1
Abnormality of the integument,SLC26A4 PAEP positive cells,1,0.980624459306906,1
Abnormality of the integument,STC2 TLX1 positive cells,1,0.718998598460323,1
Abnormality of the integument,Satellite cells,1,0.997408684034944,1
Abnormality of the integument,Schwann cells,0,1,1
Abnormality of the integument,Skeletal muscle cells,0,1,1
Abnormality of the integument,Smooth muscle cells,0,1,1
Abnormality of the integument,Squamous epithelial cells,61,4.10749778104962e-68,2.53021863312657e-65
Abnormality of the integument,Stellate cells,2,0.490403299326623,1
Abnormality of the integument,Stromal cells,14,0.00594265021636598,0.0673743411033395
Abnormality of the integument,Sympathoblasts,0,1,1
Abnormality of the integument,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Abnormality of the integument,Thymic epithelial cells,8,1.55767128414957e-07,3.88996828798434e-06
Abnormality of the integument,Thymocytes,8,0.31961962435552,1
Abnormality of the integument,Trophoblast giant cells,0,1,1
Abnormality of the integument,Unipolar brush cells,0,1,1
Abnormality of the integument,Ureteric bud cells,6,0.000175710338094431,0.00284835705963603
Abnormality of the integument,Vascular endothelial cells,0,1,1
Abnormality of the integument,Visceral neurons,1,0.9788879686404,1
Abnormality of the cardiovascular system,AFP ALB positive cells,14,0.0241326181114705,0.230267827194995
Abnormality of the cardiovascular system,Acinar cells,0,1,1
Abnormality of the cardiovascular system,Adrenocortical cells,5,0.998461176408729,1
Abnormality of the cardiovascular system,Amacrine cells,0,1,1
Abnormality of the cardiovascular system,Antigen presenting cells,12,0.938117303259677,1
Abnormality of the cardiovascular system,Astrocytes,0,1,1
Abnormality of the cardiovascular system,Bipolar cells,0,1,1
Abnormality of the cardiovascular system,Bronchiolar and alveolar epithelial cells,5,0.300952584933668,1
Abnormality of the cardiovascular system,CCL19 CCL21 positive cells,2,0.457534338774929,1
Abnormality of the cardiovascular system,CLC IL5RA positive cells,64,3.8251780342731e-47,4.71261933822446e-45
Abnormality of the cardiovascular system,CSH1 CSH2 positive cells,1,0.0664104719586888,0.550343283316847
Abnormality of the cardiovascular system,Cardiomyocytes,94,4.8457204431697e-56,1.2792701969968e-53
Abnormality of the cardiovascular system,Chromaffin cells,0,1,1
Abnormality of the cardiovascular system,Ciliated epithelial cells,26,6.16004062181876e-05,0.00109459183356933
Abnormality of the cardiovascular system,Corneal and conjunctival epithelial cells,1,0.729399825201634,1
Abnormality of the cardiovascular system,Ductal cells,0,1,1
Abnormality of the cardiovascular system,ELF3 AGBL2 positive cells,80,7.54320473346398e-50,1.26725839522195e-47
Abnormality of the cardiovascular system,ENS glia,4,0.999158693513688,1
Abnormality of the cardiovascular system,ENS neurons,0,1,1
Abnormality of the cardiovascular system,Endocardial cells,6,0.000248998142173592,0.00389956412488812
Abnormality of the cardiovascular system,Epicardial fat cells,0,1,1
Abnormality of the cardiovascular system,Erythroblasts,5,0.952914570574333,1
Abnormality of the cardiovascular system,Excitatory neurons,0,1,1
Abnormality of the cardiovascular system,Extravillous trophoblasts,0,1,1
Abnormality of the cardiovascular system,Ganglion cells,0,1,1
Abnormality of the cardiovascular system,Goblet cells,0,1,1
Abnormality of the cardiovascular system,Granule neurons,0,1,1
Abnormality of the cardiovascular system,Hematopoietic stem cells,3,0.89393387755782,1
Abnormality of the cardiovascular system,Hepatoblasts,17,0.00211845320959667,0.0272940051618601
Abnormality of the cardiovascular system,Horizontal cells,0,1,1
Abnormality of the cardiovascular system,IGFBP1 DKK1 positive cells,0,1,1
Abnormality of the cardiovascular system,Inhibitory interneurons,0,1,1
Abnormality of the cardiovascular system,Inhibitory neurons,0,1,1
Abnormality of the cardiovascular system,Intestinal epithelial cells,0,1,1
Abnormality of the cardiovascular system,Islet endocrine cells,2,0.987563301154243,1
Abnormality of the cardiovascular system,Lens fibre cells,0,1,1
Abnormality of the cardiovascular system,Limbic system neurons,0,1,1
Abnormality of the cardiovascular system,Lymphatic endothelial cells,21,2.58679194470913e-15,9.56078302764496e-14
Abnormality of the cardiovascular system,Lymphoid cells,7,0.999696481465236,1
Abnormality of the cardiovascular system,MUC13 DMBT1 positive cells,0,1,1
Abnormality of the cardiovascular system,Megakaryocytes,4,0.778949417714316,1
Abnormality of the cardiovascular system,Mesangial cells,12,0.198383540957906,1
Abnormality of the cardiovascular system,Mesothelial cells,7,0.00985110291103164,0.107087283409332
Abnormality of the cardiovascular system,Metanephric cells,0,1,1
Abnormality of the cardiovascular system,Microglia,1,0.972255945368088,1
Abnormality of the cardiovascular system,Myeloid cells,15,0.575307828102019,1
Abnormality of the cardiovascular system,Neuroendocrine cells,0,1,1
Abnormality of the cardiovascular system,Oligodendrocytes,0,1,1
Abnormality of the cardiovascular system,PAEP MECOM positive cells,0,1,1
Abnormality of the cardiovascular system,PDE1C ACSM3 positive cells,0,1,1
Abnormality of the cardiovascular system,PDE11A FAM19A2 positive cells,0,1,1
Abnormality of the cardiovascular system,Parietal and chief cells,4,0.0709626114232702,0.580260645620368
Abnormality of the cardiovascular system,Photoreceptor cells,3,0.999251901769793,1
Abnormality of the cardiovascular system,Purkinje neurons,0,1,1
Abnormality of the cardiovascular system,Retinal pigment cells,3,0.990724767240959,1
Abnormality of the cardiovascular system,Retinal progenitors and Muller glia,7,0.996705127237825,1
Abnormality of the cardiovascular system,SATB2 LRRC7 positive cells,0,1,1
Abnormality of the cardiovascular system,SKOR2 NPSR1 positive cells,0,1,1
Abnormality of the cardiovascular system,SLC24A4 PEX5L positive cells,0,1,1
Abnormality of the cardiovascular system,SLC26A4 PAEP positive cells,4,0.985172763841859,1
Abnormality of the cardiovascular system,STC2 TLX1 positive cells,3,0.582457118283823,1
Abnormality of the cardiovascular system,Satellite cells,0,1,1
Abnormality of the cardiovascular system,Schwann cells,0,1,1
Abnormality of the cardiovascular system,Skeletal muscle cells,17,0.909796454337591,1
Abnormality of the cardiovascular system,Smooth muscle cells,51,6.4064230645823e-25,3.19974860090489e-23
Abnormality of the cardiovascular system,Squamous epithelial cells,1,0.999504879053062,1
Abnormality of the cardiovascular system,Stellate cells,12,0.000409756380837775,0.00600976025228737
Abnormality of the cardiovascular system,Stromal cells,29,0.000911783496854711,0.0122990941765511
Abnormality of the cardiovascular system,Sympathoblasts,0,1,1
Abnormality of the cardiovascular system,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Abnormality of the cardiovascular system,Thymic epithelial cells,0,1,1
Abnormality of the cardiovascular system,Thymocytes,5,0.99961337588037,1
Abnormality of the cardiovascular system,Trophoblast giant cells,0,1,1
Abnormality of the cardiovascular system,Unipolar brush cells,0,1,1
Abnormality of the cardiovascular system,Ureteric bud cells,2,0.619711852666766,1
Abnormality of the cardiovascular system,Vascular endothelial cells,4,0.000572973253007656,0.00802162554210719
Abnormality of the cardiovascular system,Visceral neurons,0,1,1
Abnormality of the nervous system,AFP ALB positive cells,0,1,1
Abnormality of the nervous system,Acinar cells,0,1,1
Abnormality of the nervous system,Adrenocortical cells,6,1,1
Abnormality of the nervous system,Amacrine cells,156,1.76420943321684e-31,1.16437822592311e-29
Abnormality of the nervous system,Antigen presenting cells,3,1,1
Abnormality of the nervous system,Astrocytes,39,0.0084722479020055,0.0931947269220605
Abnormality of the nervous system,Bipolar cells,10,0.995348231123178,1
Abnormality of the nervous system,Bronchiolar and alveolar epithelial cells,0,1,1
Abnormality of the nervous system,CCL19 CCL21 positive cells,0,1,1
Abnormality of the nervous system,CLC IL5RA positive cells,0,1,1
Abnormality of the nervous system,CSH1 CSH2 positive cells,0,1,1
Abnormality of the nervous system,Cardiomyocytes,7,1,1
Abnormality of the nervous system,Chromaffin cells,25,1.91056509445798e-05,0.000371655188900879
Abnormality of the nervous system,Ciliated epithelial cells,9,0.999999999999963,1
Abnormality of the nervous system,Corneal and conjunctival epithelial cells,0,1,1
Abnormality of the nervous system,Ductal cells,2,0.999999499514458,1
Abnormality of the nervous system,ELF3 AGBL2 positive cells,0,1,1
Abnormality of the nervous system,ENS glia,57,0.183891793704612,1
Abnormality of the nervous system,ENS neurons,35,1.45082856549206e-08,3.94283998386665e-07
Abnormality of the nervous system,Endocardial cells,0,1,1
Abnormality of the nervous system,Epicardial fat cells,0,1,1
Abnormality of the nervous system,Erythroblasts,1,1,1
Abnormality of the nervous system,Excitatory neurons,157,6.4898822694446e-20,2.85554819855562e-18
Abnormality of the nervous system,Extravillous trophoblasts,0,1,1
Abnormality of the nervous system,Ganglion cells,159,4.68377267147853e-49,7.21300991407694e-47
Abnormality of the nervous system,Goblet cells,1,0.602274392986736,1
Abnormality of the nervous system,Granule neurons,106,4.68950432859737e-27,2.54888352919057e-25
Abnormality of the nervous system,Hematopoietic stem cells,3,0.999999980548261,1
Abnormality of the nervous system,Hepatoblasts,2,0.999999999999996,1
Abnormality of the nervous system,Horizontal cells,20,6.6812503991483e-05,0.0011759000702501
Abnormality of the nervous system,IGFBP1 DKK1 positive cells,2,0.668252420445928,1
Abnormality of the nervous system,Inhibitory interneurons,68,6.27045963291768e-16,2.36485906155753e-14
Abnormality of the nervous system,Inhibitory neurons,133,3.87640019704849e-48,5.11684826010401e-46
Abnormality of the nervous system,Intestinal epithelial cells,0,1,1
Abnormality of the nervous system,Islet endocrine cells,10,0.999951470124468,1
Abnormality of the nervous system,Lens fibre cells,0,1,1
Abnormality of the nervous system,Limbic system neurons,194,5.28005059400951e-46,5.73972558689975e-44
Abnormality of the nervous system,Lymphatic endothelial cells,0,1,1
Abnormality of the nervous system,Lymphoid cells,1,1,1
Abnormality of the nervous system,MUC13 DMBT1 positive cells,2,0.982538716277488,1
Abnormality of the nervous system,Megakaryocytes,1,0.999999999974942,1
Abnormality of the nervous system,Mesangial cells,0,1,1
Abnormality of the nervous system,Mesothelial cells,0,1,1
Abnormality of the nervous system,Metanephric cells,0,1,1
Abnormality of the nervous system,Microglia,7,0.992611000857044,1
Abnormality of the nervous system,Myeloid cells,9,1,1
Abnormality of the nervous system,Neuroendocrine cells,0,1,1
Abnormality of the nervous system,Oligodendrocytes,65,1.77619159483123e-22,8.41641555704645e-21
Abnormality of the nervous system,PAEP MECOM positive cells,2,0.970512945955371,1
Abnormality of the nervous system,PDE1C ACSM3 positive cells,0,1,1
Abnormality of the nervous system,PDE11A FAM19A2 positive cells,34,3.06044961591132e-06,6.50081711517714e-05
Abnormality of the nervous system,Parietal and chief cells,5,0.801365436455174,1
Abnormality of the nervous system,Photoreceptor cells,5,1,1
Abnormality of the nervous system,Purkinje neurons,136,5.75109728804506e-42,5.31401389415364e-40
Abnormality of the nervous system,Retinal pigment cells,2,0.999999999999999,1
Abnormality of the nervous system,Retinal progenitors and Muller glia,50,0.979620447779333,1
Abnormality of the nervous system,SATB2 LRRC7 positive cells,144,1.88837141174338e-31,1.20334840306957e-29
Abnormality of the nervous system,SKOR2 NPSR1 positive cells,131,8.78138815364314e-39,7.37636604906024e-37
Abnormality of the nervous system,SLC24A4 PEX5L positive cells,133,1.02960451851158e-48,1.463622423238e-46
Abnormality of the nervous system,SLC26A4 PAEP positive cells,10,0.999999998875322,1
Abnormality of the nervous system,STC2 TLX1 positive cells,0,1,1
Abnormality of the nervous system,Satellite cells,22,0.999999997804476,1
Abnormality of the nervous system,Schwann cells,58,1.09038011484599e-12,3.47417664178514e-11
Abnormality of the nervous system,Skeletal muscle cells,23,1,1
Abnormality of the nervous system,Smooth muscle cells,3,1,1
Abnormality of the nervous system,Squamous epithelial cells,1,0.999999999999998,1
Abnormality of the nervous system,Stellate cells,1,0.999999987584322,1
Abnormality of the nervous system,Stromal cells,0,1,1
Abnormality of the nervous system,Sympathoblasts,10,0.00259192556826986,0.0323640435821804
Abnormality of the nervous system,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Abnormality of the nervous system,Thymic epithelial cells,0,1,1
Abnormality of the nervous system,Thymocytes,0,1,1
Abnormality of the nervous system,Trophoblast giant cells,0,1,1
Abnormality of the nervous system,Unipolar brush cells,72,2.1206273978843e-26,1.08858873091394e-24
Abnormality of the nervous system,Ureteric bud cells,0,1,1
Abnormality of the nervous system,Vascular endothelial cells,0,1,1
Abnormality of the nervous system,Visceral neurons,71,1.10600028200366e-10,3.35063691990618e-09
Abnormality of the eye,AFP ALB positive cells,4,0.971019258748658,1
Abnormality of the eye,Acinar cells,0,1,1
Abnormality of the eye,Adrenocortical cells,0,1,1
Abnormality of the eye,Amacrine cells,22,0.203261001710731,1
Abnormality of the eye,Antigen presenting cells,1,0.999999996501552,1
Abnormality of the eye,Astrocytes,1,0.999524796142691,1
Abnormality of the eye,Bipolar cells,51,4.08633166759553e-44,3.97449522195608e-42
Abnormality of the eye,Bronchiolar and alveolar epithelial cells,0,1,1
Abnormality of the eye,CCL19 CCL21 positive cells,0,1,1
Abnormality of the eye,CLC IL5RA positive cells,0,1,1
Abnormality of the eye,CSH1 CSH2 positive cells,0,1,1
Abnormality of the eye,Cardiomyocytes,0,1,1
Abnormality of the eye,Chromaffin cells,3,0.608548106493929,1
Abnormality of the eye,Ciliated epithelial cells,6,0.98486455599029,1
Abnormality of the eye,Corneal and conjunctival epithelial cells,4,0.0405485556372933,0.370959063454049
Abnormality of the eye,Ductal cells,0,1,1
Abnormality of the eye,ELF3 AGBL2 positive cells,0,1,1
Abnormality of the eye,ENS glia,16,0.285513200931973,1
Abnormality of the eye,ENS neurons,5,0.360381279566778,1
Abnormality of the eye,Endocardial cells,2,0.285973151897397,1
Abnormality of the eye,Epicardial fat cells,0,1,1
Abnormality of the eye,Erythroblasts,0,1,1
Abnormality of the eye,Excitatory neurons,19,0.7857803204318,1
Abnormality of the eye,Extravillous trophoblasts,0,1,1
Abnormality of the eye,Ganglion cells,13,0.757702470218449,1
Abnormality of the eye,Goblet cells,0,1,1
Abnormality of the eye,Granule neurons,7,0.935706972671671,1
Abnormality of the eye,Hematopoietic stem cells,0,1,1
Abnormality of the eye,Hepatoblasts,2,0.99841115980449,1
Abnormality of the eye,Horizontal cells,4,0.215509297824429,1
Abnormality of the eye,IGFBP1 DKK1 positive cells,4,0.00136066366860005,0.0182210613012528
Abnormality of the eye,Inhibitory interneurons,1,0.999619482475224,1
Abnormality of the eye,Inhibitory neurons,9,0.836793943221594,1
Abnormality of the eye,Intestinal epithelial cells,0,1,1
Abnormality of the eye,Islet endocrine cells,3,0.96429144596087,1
Abnormality of the eye,Lens fibre cells,26,6.68103144387492e-31,4.11551536942695e-29
Abnormality of the eye,Limbic system neurons,17,0.851491477398485,1
Abnormality of the eye,Lymphatic endothelial cells,1,0.94260116654276,1
Abnormality of the eye,Lymphoid cells,0,1,1
Abnormality of the eye,MUC13 DMBT1 positive cells,0,1,1
Abnormality of the eye,Megakaryocytes,0,1,1
Abnormality of the eye,Mesangial cells,2,0.99952481773535,1
Abnormality of the eye,Mesothelial cells,0,1,1
Abnormality of the eye,Metanephric cells,0,1,1
Abnormality of the eye,Microglia,0,1,1
Abnormality of the eye,Myeloid cells,2,0.999999309455594,1
Abnormality of the eye,Neuroendocrine cells,0,1,1
Abnormality of the eye,Oligodendrocytes,5,0.715266412272732,1
Abnormality of the eye,PAEP MECOM positive cells,0,1,1
Abnormality of the eye,PDE1C ACSM3 positive cells,0,1,1
Abnormality of the eye,PDE11A FAM19A2 positive cells,5,0.460014925253286,1
Abnormality of the eye,Parietal and chief cells,0,1,1
Abnormality of the eye,Photoreceptor cells,116,1.19949417372719e-96,2.21666523304785e-93
Abnormality of the eye,Purkinje neurons,13,0.538764654991893,1
Abnormality of the eye,Retinal pigment cells,95,5.74866183824336e-86,5.31176353853686e-83
Abnormality of the eye,Retinal progenitors and Muller glia,58,1.16777304462415e-17,4.79565463658985e-16
Abnormality of the eye,SATB2 LRRC7 positive cells,11,0.939105432026298,1
Abnormality of the eye,SKOR2 NPSR1 positive cells,13,0.514196286052699,1
Abnormality of the eye,SLC24A4 PEX5L positive cells,6,0.978974076542353,1
Abnormality of the eye,SLC26A4 PAEP positive cells,0,1,1
Abnormality of the eye,STC2 TLX1 positive cells,0,1,1
Abnormality of the eye,Satellite cells,10,0.930853935480239,1
Abnormality of the eye,Schwann cells,6,0.668879042111575,1
Abnormality of the eye,Skeletal muscle cells,3,0.999999995494253,1
Abnormality of the eye,Smooth muscle cells,3,0.998094505023416,1
Abnormality of the eye,Squamous epithelial cells,0,1,1
Abnormality of the eye,Stellate cells,1,0.986814683550421,1
Abnormality of the eye,Stromal cells,9,0.9880183721549,1
Abnormality of the eye,Sympathoblasts,0,1,1
Abnormality of the eye,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Abnormality of the eye,Thymic epithelial cells,0,1,1
Abnormality of the eye,Thymocytes,0,1,1
Abnormality of the eye,Trophoblast giant cells,0,1,1
Abnormality of the eye,Unipolar brush cells,2,0.989415846601675,1
Abnormality of the eye,Ureteric bud cells,0,1,1
Abnormality of the eye,Vascular endothelial cells,0,1,1
Abnormality of the eye,Visceral neurons,6,0.924814170400665,1
Abnormality of the ear,AFP ALB positive cells,0,1,1
Abnormality of the ear,Acinar cells,0,1,1
Abnormality of the ear,Adrenocortical cells,0,1,1
Abnormality of the ear,Amacrine cells,3,0.568624573042457,1
Abnormality of the ear,Antigen presenting cells,1,0.9528612667414,1
Abnormality of the ear,Astrocytes,0,1,1
Abnormality of the ear,Bipolar cells,0,1,1
Abnormality of the ear,Bronchiolar and alveolar epithelial cells,0,1,1
Abnormality of the ear,CCL19 CCL21 positive cells,0,1,1
Abnormality of the ear,CLC IL5RA positive cells,3,0.133117591905032,0.960942616564452
Abnormality of the ear,CSH1 CSH2 positive cells,0,1,1
Abnormality of the ear,Cardiomyocytes,4,0.220419798105722,1
Abnormality of the ear,Chromaffin cells,0,1,1
Abnormality of the ear,Ciliated epithelial cells,8,0.000742691093930444,0.0102424861312198
Abnormality of the ear,Corneal and conjunctival epithelial cells,0,1,1
Abnormality of the ear,Ductal cells,1,0.481209001395643,1
Abnormality of the ear,ELF3 AGBL2 positive cells,6,0.0129099694505906,0.134788833585827
Abnormality of the ear,ENS glia,13,2.45545376948708e-07,5.893089046769e-06
Abnormality of the ear,ENS neurons,0,1,1
Abnormality of the ear,Endocardial cells,0,1,1
Abnormality of the ear,Epicardial fat cells,0,1,1
Abnormality of the ear,Erythroblasts,0,1,1
Abnormality of the ear,Excitatory neurons,5,0.285879244713867,1
Abnormality of the ear,Extravillous trophoblasts,0,1,1
Abnormality of the ear,Ganglion cells,0,1,1
Abnormality of the ear,Goblet cells,0,1,1
Abnormality of the ear,Granule neurons,0,1,1
Abnormality of the ear,Hematopoietic stem cells,0,1,1
Abnormality of the ear,Hepatoblasts,0,1,1
Abnormality of the ear,Horizontal cells,0,1,1
Abnormality of the ear,IGFBP1 DKK1 positive cells,0,1,1
Abnormality of the ear,Inhibitory interneurons,0,1,1
Abnormality of the ear,Inhibitory neurons,0,1,1
Abnormality of the ear,Intestinal epithelial cells,0,1,1
Abnormality of the ear,Islet endocrine cells,0,1,1
Abnormality of the ear,Lens fibre cells,0,1,1
Abnormality of the ear,Limbic system neurons,0,1,1
Abnormality of the ear,Lymphatic endothelial cells,0,1,1
Abnormality of the ear,Lymphoid cells,1,0.964962452776177,1
Abnormality of the ear,MUC13 DMBT1 positive cells,0,1,1
Abnormality of the ear,Megakaryocytes,1,0.597782691890818,1
Abnormality of the ear,Mesangial cells,9,2.40728060781011e-05,0.000458624181776607
Abnormality of the ear,Mesothelial cells,0,1,1
Abnormality of the ear,Metanephric cells,2,0.0455593507304513,0.404777308412856
Abnormality of the ear,Microglia,0,1,1
Abnormality of the ear,Myeloid cells,0,1,1
Abnormality of the ear,Neuroendocrine cells,0,1,1
Abnormality of the ear,Oligodendrocytes,0,1,1
Abnormality of the ear,PAEP MECOM positive cells,0,1,1
Abnormality of the ear,PDE1C ACSM3 positive cells,3,1.4151317698885e-05,0.000278208884122761
Abnormality of the ear,PDE11A FAM19A2 positive cells,0,1,1
Abnormality of the ear,Parietal and chief cells,0,1,1
Abnormality of the ear,Photoreceptor cells,9,0.000118802555018959,0.0019779019970724
Abnormality of the ear,Purkinje neurons,2,0.624943297324856,1
Abnormality of the ear,Retinal pigment cells,0,1,1
Abnormality of the ear,Retinal progenitors and Muller glia,8,0.00566813394604057,0.0647318726885115
Abnormality of the ear,SATB2 LRRC7 positive cells,2,0.743286510848823,1
Abnormality of the ear,SKOR2 NPSR1 positive cells,2,0.615942107810096,1
Abnormality of the ear,SLC24A4 PEX5L positive cells,0,1,1
Abnormality of the ear,SLC26A4 PAEP positive cells,0,1,1
Abnormality of the ear,STC2 TLX1 positive cells,0,1,1
Abnormality of the ear,Satellite cells,6,0.0319277743107621,0.297992560233779
Abnormality of the ear,Schwann cells,0,1,1
Abnormality of the ear,Skeletal muscle cells,1,0.980696687588397,1
Abnormality of the ear,Smooth muscle cells,0,1,1
Abnormality of the ear,Squamous epithelial cells,0,1,1
Abnormality of the ear,Stellate cells,1,0.493060274440474,1
Abnormality of the ear,Stromal cells,2,0.756140489421787,1
Abnormality of the ear,Sympathoblasts,0,1,1
Abnormality of the ear,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Abnormality of the ear,Thymic epithelial cells,0,1,1
Abnormality of the ear,Thymocytes,1,0.933574499097246,1
Abnormality of the ear,Trophoblast giant cells,0,1,1
Abnormality of the ear,Unipolar brush cells,1,0.64593445038944,1
Abnormality of the ear,Ureteric bud cells,0,1,1
Abnormality of the ear,Vascular endothelial cells,0,1,1
Abnormality of the ear,Visceral neurons,0,1,1
Abnormality of prenatal development or birth,AFP ALB positive cells,2,0.128445089472256,0.938207610058219
Abnormality of prenatal development or birth,Acinar cells,0,1,1
Abnormality of prenatal development or birth,Adrenocortical cells,3,0.0955329229564392,0.741785048838234
Abnormality of prenatal development or birth,Amacrine cells,0,1,1
Abnormality of prenatal development or birth,Antigen presenting cells,0,1,1
Abnormality of prenatal development or birth,Astrocytes,0,1,1
Abnormality of prenatal development or birth,Bipolar cells,0,1,1
Abnormality of prenatal development or birth,Bronchiolar and alveolar epithelial cells,0,1,1
Abnormality of prenatal development or birth,CCL19 CCL21 positive cells,0,1,1
Abnormality of prenatal development or birth,CLC IL5RA positive cells,0,1,1
Abnormality of prenatal development or birth,CSH1 CSH2 positive cells,0,1,1
Abnormality of prenatal development or birth,Cardiomyocytes,1,0.677696075934257,1
Abnormality of prenatal development or birth,Chromaffin cells,0,1,1
Abnormality of prenatal development or birth,Ciliated epithelial cells,3,0.0619298198485229,0.524983060000322
Abnormality of prenatal development or birth,Corneal and conjunctival epithelial cells,0,1,1
Abnormality of prenatal development or birth,Ductal cells,0,1,1
Abnormality of prenatal development or birth,ELF3 AGBL2 positive cells,0,1,1
Abnormality of prenatal development or birth,ENS glia,0,1,1
Abnormality of prenatal development or birth,ENS neurons,0,1,1
Abnormality of prenatal development or birth,Endocardial cells,0,1,1
Abnormality of prenatal development or birth,Epicardial fat cells,0,1,1
Abnormality of prenatal development or birth,Erythroblasts,0,1,1
Abnormality of prenatal development or birth,Excitatory neurons,0,1,1
Abnormality of prenatal development or birth,Extravillous trophoblasts,0,1,1
Abnormality of prenatal development or birth,Ganglion cells,2,0.314894068568194,1
Abnormality of prenatal development or birth,Goblet cells,0,1,1
Abnormality of prenatal development or birth,Granule neurons,0,1,1
Abnormality of prenatal development or birth,Hematopoietic stem cells,0,1,1
Abnormality of prenatal development or birth,Hepatoblasts,2,0.130219549410232,0.947424123268144
Abnormality of prenatal development or birth,Horizontal cells,0,1,1
Abnormality of prenatal development or birth,IGFBP1 DKK1 positive cells,0,1,1
Abnormality of prenatal development or birth,Inhibitory interneurons,0,1,1
Abnormality of prenatal development or birth,Inhibitory neurons,0,1,1
Abnormality of prenatal development or birth,Intestinal epithelial cells,0,1,1
Abnormality of prenatal development or birth,Islet endocrine cells,0,1,1
Abnormality of prenatal development or birth,Lens fibre cells,0,1,1
Abnormality of prenatal development or birth,Limbic system neurons,2,0.47072480767187,1
Abnormality of prenatal development or birth,Lymphatic endothelial cells,0,1,1
